store_ID,date,predicted_sales
959,2014-08-26,5441
1011,2013-06-08,6987
570,2013-12-13,5219
685,2013-09-10,8441
158,2014-04-16,9016
66,2015-05-29,6440
76,2013-07-30,11356
572,2013-10-16,4844
184,2014-10-11,5336
1034,2013-12-06,8036
862,2014-12-23,14295
171,2014-11-11,9473
936,2014-11-27,7950
948,2014-02-18,7655
371,2013-05-04,5829
242,2014-05-05,5075
133,2014-01-17,5295
1031,2014-12-15,8778
850,2013-02-07,6427
860,2015-06-05,6964
836,2013-07-06,2523
965,2013-11-30,8843
1096,2015-01-26,7120
504,2014-09-03,6792
230,2013-12-30,11277
826,2013-12-02,13917
975,2013-07-30,9605
602,2014-10-28,5279
953,2014-09-19,5632
187,2013-11-02,5601
792,2013-10-18,5496
1035,2014-11-27,6614
523,2015-07-29,14372
723,2013-04-04,5256
997,2014-09-03,4872
400,2013-10-05,6521
1047,2013-07-09,4032
819,2013-09-02,5115
668,2014-06-02,12764
585,2015-01-22,4725
99,2014-03-10,3895
965,2014-11-22,6975
590,2013-02-21,4460
709,2015-06-02,13891
850,2015-04-04,6031
1058,2013-03-06,7629
155,2014-05-21,7284
598,2015-06-29,7958
493,2014-07-01,9876
524,2013-12-30,11170
966,2013-04-04,4403
1022,2013-12-27,7234
380,2014-03-05,17203
132,2015-01-14,6527
400,2015-06-26,6668
988,2013-08-29,5394
906,2013-03-19,12884
1028,2013-11-05,6414
1100,2013-03-23,3854
759,2013-01-14,5005
223,2014-10-27,5749
780,2015-07-11,3270
259,2014-11-28,14592
131,2013-11-09,4744
251,2015-01-28,18910
1079,2015-01-17,5729
1003,2014-03-05,9462
980,2013-09-05,4824
654,2015-01-27,7476
966,2013-07-25,4065
1020,2014-09-22,7495
969,2014-03-19,3879
1038,2015-04-07,4981
516,2014-07-09,4445
733,2013-01-14,13158
595,2014-05-31,15702
260,2014-07-16,6742
768,2013-02-02,11596
940,2013-01-14,5352
364,2013-06-27,4149
506,2015-07-22,6254
671,2013-05-29,6245
300,2015-01-24,6309
84,2014-06-17,14468
219,2015-05-07,3764
934,2013-03-22,7060
125,2015-04-01,15483
176,2013-12-04,7440
223,2013-11-26,6149
326,2014-07-14,5734
339,2013-08-27,5868
872,2015-04-08,6807
974,2014-02-28,11783
880,2014-06-04,8315
1084,2015-07-04,5762
92,2015-06-12,4946
14,2015-06-20,3842
587,2013-12-30,10365
230,2013-10-24,7382
689,2014-03-15,5709
599,2013-05-13,12865
576,2013-03-11,5506
141,2014-06-26,4340
877,2013-03-01,6774
375,2013-04-23,10848
230,2014-12-08,8259
545,2014-01-22,10698
1022,2013-03-04,11054
597,2014-08-20,5617
1024,2015-07-18,5891
36,2015-03-17,9802
702,2013-05-28,4670
105,2013-10-17,3583
902,2013-11-19,5519
11,2015-04-11,6368
1039,2013-06-28,6798
102,2015-02-16,10805
543,2013-10-18,1573
827,2014-01-02,13621
110,2014-10-08,5229
945,2015-01-05,6569
582,2014-03-12,5572
554,2014-01-16,3493
486,2014-07-08,3174
637,2014-02-15,6439
806,2014-01-31,6440
887,2014-06-21,4788
374,2015-04-04,6492
1025,2013-01-04,6782
638,2013-08-06,4585
123,2015-05-09,5081
905,2015-02-19,8674
536,2013-04-05,8023
191,2013-08-10,6245
957,2014-02-20,8226
268,2015-06-04,5641
654,2013-09-07,2286
612,2013-09-07,4559
747,2014-08-27,5836
656,2013-05-18,2728
368,2013-04-05,6757
959,2013-09-18,5126
329,2015-02-03,8515
97,2015-07-22,5070
314,2013-08-13,6140
283,2013-11-13,5823
556,2013-04-15,5713
388,2014-01-24,10741
67,2014-09-03,8570
725,2015-01-16,6230
219,2013-06-06,3276
1077,2015-02-10,3841
322,2013-05-23,4242
814,2013-02-20,7671
54,2013-07-11,6400
662,2013-04-26,8875
1001,2013-11-30,5048
657,2014-02-13,4923
590,2013-03-14,3316
168,2013-09-21,4463
16,2013-07-22,6452
244,2013-02-04,7599
1032,2013-01-19,4969
290,2013-05-31,10343
548,2013-01-24,3918
733,2014-08-04,16919
654,2013-06-06,6918
272,2013-05-04,3759
1017,2013-03-20,8052
708,2014-05-20,5025
819,2015-01-08,5882
99,2013-06-26,3761
982,2013-12-10,7146
194,2013-10-16,3774
853,2015-06-30,12194
53,2014-04-28,7467
281,2013-02-07,5878
101,2014-09-02,9120
440,2015-06-05,6398
994,2014-03-18,4651
168,2013-07-30,10130
652,2014-02-15,4697
934,2014-01-11,5000
223,2014-03-29,6235
865,2013-07-17,7342
466,2014-01-31,8304
789,2014-02-14,3404
765,2013-12-19,12690
673,2015-02-23,4794
258,2014-06-25,4372
740,2014-10-08,6927
1080,2013-09-16,8067
918,2014-06-20,6226
857,2013-06-22,7197
837,2013-07-01,4626
446,2014-05-27,4216
207,2013-08-14,12728
961,2015-01-29,6646
772,2014-03-18,3688
1089,2014-09-02,11455
521,2014-03-05,5215
823,2014-01-17,5253
436,2013-09-14,4150
215,2014-03-25,3623
109,2015-05-29,6827
858,2013-12-16,7015
425,2015-03-05,3973
357,2015-07-24,6619
255,2015-02-02,8020
798,2015-02-07,3624
366,2013-03-23,2578
534,2015-04-07,5644
179,2014-06-20,8858
258,2013-09-03,4387
693,2014-08-29,4583
999,2013-10-24,8881
834,2014-04-19,5290
512,2013-10-31,6248
818,2013-04-23,6604
534,2013-10-12,5940
1084,2013-12-17,10232
34,2015-03-10,6342
101,2014-03-27,6216
187,2015-03-02,9114
20,2013-09-23,9186
434,2013-08-12,12219
738,2015-05-04,11740
351,2014-03-07,6534
1020,2014-01-30,7867
266,2015-06-17,5087
608,2014-06-20,10414
708,2014-02-21,4647
734,2014-02-05,6711
1060,2013-04-09,8203
182,2014-04-29,6004
542,2013-01-16,4345
602,2013-05-06,5526
101,2013-11-07,8144
535,2014-08-14,6552
844,2014-02-06,4672
25,2013-03-30,13612
416,2014-12-03,14129
539,2015-01-22,9240
77,2013-08-28,7891
641,2013-07-09,4435
445,2015-01-10,8386
318,2013-05-03,8576
394,2013-11-13,6142
761,2014-02-07,9652
706,2015-07-28,6427
41,2014-02-28,4984
894,2014-07-07,7291
169,2014-05-03,7285
310,2013-08-29,9849
1003,2014-01-22,7957
970,2013-08-28,3461
239,2013-09-27,5441
998,2015-03-16,5375
278,2013-06-14,6290
49,2015-05-26,6352
658,2013-04-30,8469
1072,2013-02-06,7392
1028,2013-10-22,5276
288,2015-06-18,5845
111,2015-03-30,10125
581,2015-07-14,6726
589,2013-06-03,6339
295,2014-02-25,4166
388,2013-02-18,14064
9,2014-10-04,5889
445,2013-08-29,9815
204,2013-09-05,4309
296,2014-10-06,9684
481,2013-02-18,6128
1100,2014-12-06,4669
588,2013-12-14,6076
290,2014-01-07,9032
1107,2015-05-28,5841
1019,2014-01-25,7752
945,2014-01-17,4096
433,2013-07-31,8076
190,2013-11-19,7807
843,2015-07-29,10214
937,2013-03-27,8169
302,2014-10-01,3965
1034,2014-11-08,2487
734,2015-01-10,2803
892,2013-10-10,8212
96,2013-04-04,4168
578,2015-06-23,6503
593,2014-04-09,7787
958,2014-05-06,5121
944,2014-09-05,8827
524,2013-11-15,7260
311,2013-12-23,11043
501,2015-02-18,5813
1039,2013-07-31,11171
511,2014-07-14,6909
58,2015-07-30,7567
963,2015-07-24,7418
860,2014-01-23,5814
114,2015-06-08,4773
20,2013-02-13,6149
33,2013-06-20,8131
255,2013-02-19,6688
963,2013-08-24,3461
849,2015-04-18,8184
85,2013-11-09,5659
841,2015-03-13,2771
234,2013-11-27,8282
547,2015-04-04,5872
705,2014-05-03,7017
244,2013-12-27,4787
513,2014-12-10,15237
894,2014-03-22,6465
974,2013-02-05,12971
989,2015-03-20,5530
425,2015-04-13,5410
875,2013-08-10,3543
813,2014-03-17,7619
374,2014-05-05,10127
883,2015-07-22,4014
348,2013-08-22,6670
529,2013-04-26,7972
758,2013-08-31,4147
698,2013-08-17,13094
1115,2013-11-05,6335
216,2013-08-20,5563
736,2014-04-14,7265
229,2015-06-26,7170
1078,2015-04-25,4640
715,2014-06-19,7265
748,2014-08-12,3923
626,2015-02-06,10019
364,2014-06-10,4642
791,2015-02-14,6781
8,2013-09-07,2486
33,2014-10-20,10689
54,2013-11-25,6503
59,2014-06-03,7134
681,2014-12-29,3613
267,2013-12-13,11758
39,2013-01-07,8922
557,2013-07-30,6133
1058,2013-08-29,7695
99,2015-02-09,4170
641,2014-02-13,4582
537,2015-02-13,5031
198,2014-05-02,4802
994,2015-06-20,2435
1034,2014-02-14,6018
1068,2014-10-09,3901
264,2013-08-07,5797
427,2013-05-28,8972
663,2014-02-03,7563
452,2015-06-09,4332
78,2015-01-15,4289
487,2014-11-21,6238
960,2015-05-20,6834
209,2013-11-14,4739
506,2013-06-28,7214
789,2015-05-07,3696
257,2013-04-02,5919
367,2014-10-27,4241
264,2014-07-29,8044
464,2015-04-29,11947
459,2014-06-06,10727
841,2014-12-10,2869
675,2013-11-21,5362
150,2015-05-05,10073
808,2015-06-26,6278
4,2014-03-11,7365
241,2013-07-08,5544
17,2013-03-15,5644
844,2014-12-15,7096
1112,2014-04-11,7980
639,2014-06-24,3589
968,2013-12-02,12538
329,2013-11-09,4567
365,2014-01-21,5852
682,2014-10-07,14377
1084,2015-05-08,6888
1107,2015-07-23,4870
450,2013-08-02,10119
808,2014-08-20,7248
226,2013-05-31,10048
224,2013-06-01,5037
364,2013-12-10,4574
483,2013-05-27,7797
346,2014-12-05,9213
1010,2015-06-10,6584
927,2014-01-24,6560
476,2013-04-10,5920
190,2014-03-21,7270
1065,2015-04-25,3003
113,2013-06-08,6415
184,2014-06-21,5308
885,2014-10-09,6388
331,2014-01-18,5267
805,2015-03-06,6636
379,2014-06-26,3352
780,2013-01-26,2342
712,2013-05-24,5334
1112,2015-03-17,10663
645,2015-05-18,14563
271,2015-05-15,7054
664,2013-04-03,4029
680,2013-08-05,5608
534,2013-03-21,6414
3,2014-05-30,8965
877,2013-12-30,9263
674,2014-09-11,6347
396,2013-09-05,9090
931,2013-04-06,2148
578,2014-09-03,9238
409,2014-07-11,4512
206,2013-05-18,5072
108,2013-12-21,13054
922,2014-06-06,8286
1080,2013-12-04,11990
1014,2014-11-26,14574
554,2013-03-02,3436
971,2014-09-12,6967
736,2013-07-03,5579
1113,2013-03-13,5326
345,2015-01-17,3162
358,2014-01-27,8196
27,2013-08-31,8061
210,2013-02-27,2474
1087,2013-09-21,5208
344,2015-05-11,8621
116,2014-02-24,5935
139,2015-07-07,4306
837,2013-03-20,2372
151,2014-03-22,5757
325,2015-06-05,7527
255,2014-07-04,6849
916,2013-07-27,4701
784,2014-01-23,7948
632,2013-02-15,6251
391,2013-02-18,8831
398,2015-02-17,6148
929,2014-05-05,8095
294,2014-02-10,6027
319,2014-07-07,6846
75,2015-03-07,5639
178,2013-06-14,8643
779,2013-03-07,7981
737,2014-11-25,8396
305,2014-02-21,5338
454,2014-01-11,2268
218,2013-11-08,5918
820,2013-06-05,12401
898,2013-07-01,11632
125,2014-07-03,14914
829,2013-10-10,6392
451,2015-06-06,4837
78,2015-01-27,4461
781,2013-02-12,4363
255,2015-07-01,7117
132,2015-01-28,6540
704,2014-04-01,12580
956,2013-11-28,4181
1105,2014-10-13,3530
395,2015-05-08,4879
224,2013-02-12,3858
291,2015-03-28,4779
86,2013-06-05,5236
963,2013-05-23,9238
246,2014-02-04,8236
846,2013-09-26,8517
476,2014-09-24,4382
773,2015-06-15,7898
1108,2013-12-17,13118
147,2014-06-30,13495
929,2013-08-05,6885
619,2014-05-09,4788
131,2013-11-22,5858
502,2015-05-30,10841
1006,2013-07-08,5498
120,2013-08-20,5286
874,2014-12-09,4301
190,2013-09-30,6510
1059,2014-06-19,9035
509,2013-06-15,3704
1057,2014-09-17,6677
990,2015-01-28,6433
130,2014-08-04,6653
571,2015-02-28,7524
675,2013-02-19,4888
424,2015-05-16,6423
722,2015-01-10,8270
891,2014-07-24,6439
244,2014-09-03,5711
532,2013-11-25,10201
762,2013-08-26,4547
523,2014-08-05,15210
947,2014-06-20,9296
584,2014-08-12,3563
456,2014-12-18,10293
905,2013-04-08,13844
186,2015-02-07,3379
798,2015-06-04,8864
276,2015-03-11,3227
856,2013-01-02,6983
538,2015-01-20,3529
1093,2013-08-16,9080
1073,2015-01-26,9012
641,2013-07-25,4166
835,2014-02-05,6140
979,2014-07-04,6521
295,2015-05-04,7371
1103,2014-06-03,6123
155,2013-08-29,7305
744,2015-05-06,7935
93,2014-07-17,6682
753,2013-04-24,8349
980,2013-11-18,9287
1081,2015-05-05,7148
581,2015-06-09,4390
1095,2013-10-11,5222
844,2015-06-03,5601
343,2014-05-12,5784
714,2013-12-03,5032
397,2013-07-01,9157
967,2014-08-19,9873
188,2013-01-04,3770
302,2015-06-08,2981
281,2013-08-03,5683
684,2013-08-31,7403
690,2015-03-30,8700
357,2013-04-25,7527
1071,2014-05-07,6523
730,2013-05-31,12438
172,2015-02-03,8128
310,2013-09-24,9587
913,2014-04-12,8164
544,2013-01-09,16408
1000,2013-03-05,8425
16,2015-04-27,9978
1026,2013-02-18,14323
897,2015-03-24,2438
515,2014-09-05,10043
600,2014-09-15,9142
413,2014-04-11,6799
233,2015-04-17,10629
594,2015-07-14,4782
239,2014-12-16,7044
390,2015-06-13,9813
100,2013-08-14,8364
360,2013-10-11,7335
1084,2013-12-12,6632
525,2013-12-05,12221
1042,2014-09-02,5153
734,2013-05-31,8809
686,2015-04-10,5541
474,2013-10-25,7735
1089,2015-04-30,12784
448,2013-06-15,5158
349,2015-01-31,7603
358,2013-03-02,10051
820,2013-10-11,12213
560,2014-08-15,11098
1062,2013-07-12,5119
849,2013-09-09,10598
1095,2013-12-06,6820
694,2013-07-24,6111
205,2014-10-22,6507
804,2013-01-18,4159
856,2013-01-09,7195
252,2013-01-30,8009
457,2014-05-21,4772
665,2015-03-14,5878
422,2013-03-06,4464
57,2013-02-25,8093
125,2013-07-30,16153
947,2014-09-04,9018
156,2015-02-04,7949
234,2013-12-04,14529
123,2014-03-17,12766
640,2014-03-07,11877
110,2013-01-14,3978
733,2014-10-06,16598
808,2015-05-12,6184
914,2013-09-09,12982
393,2013-01-02,4836
441,2014-02-27,5066
798,2013-01-11,8622
798,2013-08-10,3434
637,2015-03-31,10181
621,2014-10-14,5040
44,2015-02-02,8509
1008,2013-01-07,7844
868,2013-11-05,9473
695,2014-05-12,4134
107,2013-06-27,6163
554,2014-03-29,4045
448,2015-07-10,7110
886,2013-10-10,6554
955,2013-01-07,5359
480,2013-08-22,4076
498,2014-02-10,6129
989,2013-07-20,3875
170,2014-01-23,5100
506,2014-03-05,9156
512,2015-02-08,6041
901,2014-01-02,6745
624,2014-12-13,5982
136,2015-04-13,7407
854,2013-11-16,6647
1085,2013-03-12,6027
1068,2015-04-30,5264
770,2015-03-19,6936
884,2013-10-25,5832
95,2013-09-27,8496
480,2013-03-13,4263
448,2014-04-23,6782
750,2013-02-26,3125
444,2013-08-15,12368
653,2013-09-13,6298
284,2013-08-05,4183
439,2014-01-09,8071
800,2013-07-03,6012
799,2014-11-20,7916
280,2013-04-03,4883
617,2013-02-08,6742
634,2013-12-10,6553
746,2013-10-26,4078
233,2013-02-27,7594
1,2015-04-02,6270
189,2014-07-24,7088
465,2014-10-20,9229
74,2014-06-03,8224
1072,2015-05-11,5795
928,2014-01-14,5316
59,2013-10-21,8076
545,2014-12-19,14438
697,2015-07-01,11443
135,2015-05-20,6152
57,2013-11-28,9938
695,2013-01-28,3862
236,2014-06-03,8853
1049,2013-08-30,4997
291,2013-11-02,5883
569,2014-05-07,5198
288,2013-11-27,3894
183,2013-06-21,5825
947,2013-04-29,10811
803,2013-04-26,6303
534,2014-04-02,6535
1067,2013-11-06,5816
32,2014-02-08,2668
985,2013-08-05,7280
306,2015-02-14,3292
542,2015-05-22,6681
518,2013-06-25,4107
346,2013-05-29,7694
298,2013-03-30,10240
119,2014-06-26,4996
445,2014-03-13,8099
507,2013-11-30,9244
233,2014-09-19,9548
350,2014-04-11,5583
256,2014-01-25,8978
852,2013-09-28,3697
827,2013-02-21,10405
522,2013-09-12,8269
430,2014-01-15,6193
634,2014-11-05,7441
750,2013-08-21,3051
171,2015-03-17,9461
913,2013-08-13,11741
685,2014-01-02,5282
236,2014-06-26,5967
905,2013-12-03,14956
100,2015-02-23,6179
319,2013-06-17,9936
290,2014-03-12,5613
642,2014-07-05,3312
240,2015-01-03,4204
731,2013-01-16,7167
557,2014-05-12,3640
62,2015-01-03,4176
940,2014-12-15,14005
736,2014-06-11,4246
972,2013-07-05,4322
501,2013-11-30,5993
73,2014-03-12,3813
806,2013-02-13,4585
963,2014-12-02,18310
521,2014-01-03,4585
603,2015-03-27,6407
85,2014-02-20,7231
262,2013-01-21,20350
68,2013-05-21,6797
13,2014-03-11,3160
934,2015-05-29,7026
290,2015-06-09,6156
1063,2015-03-14,3567
210,2013-09-16,2539
346,2013-03-16,4725
168,2013-01-10,7917
950,2015-07-13,7717
538,2013-07-17,4410
715,2014-11-04,8712
672,2015-07-01,10515
609,2013-02-09,2682
877,2014-03-17,8487
781,2013-11-26,5538
563,2015-04-30,7217
725,2013-03-20,5747
1036,2015-07-30,5920
900,2013-09-16,4712
818,2015-02-11,4929
1047,2014-07-26,3051
801,2014-03-17,6267
780,2013-01-19,2683
25,2013-08-23,8000
483,2013-10-09,5972
180,2015-06-15,9253
33,2013-08-29,8814
437,2014-03-17,9719
287,2013-09-03,6879
943,2014-02-12,5124
418,2015-01-28,5717
887,2014-10-30,5791
234,2014-09-08,8645
972,2014-09-08,3010
828,2014-05-26,4321
267,2014-05-07,10017
205,2014-12-11,6272
811,2015-05-11,3709
200,2014-08-20,7638
72,2014-06-06,5255
781,2015-02-09,3979
347,2015-01-19,3613
664,2014-05-27,4092
417,2013-12-24,5595
880,2014-08-11,6422
278,2013-06-22,5926
935,2013-06-17,7356
810,2014-03-08,5312
194,2013-12-18,6733
258,2014-01-21,5362
173,2014-06-20,8962
885,2013-04-12,5734
150,2015-05-15,7977
61,2014-09-16,5336
229,2015-01-06,9802
211,2014-04-22,11336
289,2014-12-31,3550
268,2014-07-04,5640
120,2013-08-05,5811
819,2013-03-16,4656
1085,2015-07-10,6604
629,2014-04-03,8068
68,2015-01-27,9240
898,2015-07-14,9072
644,2014-06-12,7422
986,2014-02-04,8541
449,2013-08-19,11244
600,2015-05-18,9218
864,2013-04-20,3066
731,2013-02-15,7886
249,2015-03-04,5533
570,2015-06-10,3950
514,2014-02-05,6363
309,2013-11-29,7029
959,2014-11-17,6481
616,2014-12-17,12805
256,2013-04-24,10079
363,2015-03-23,6673
130,2014-04-29,6111
216,2014-02-15,6658
819,2015-05-23,4637
43,2014-04-29,8539
655,2013-08-22,4552
260,2013-07-03,6811
14,2015-02-23,4849
833,2014-05-31,5955
616,2014-04-23,7053
230,2014-03-07,8313
554,2014-04-03,5017
95,2014-02-17,11200
218,2014-03-15,2851
182,2014-12-03,6020
452,2014-04-08,3939
876,2013-06-20,10977
386,2013-12-30,9907
1049,2015-05-16,3407
411,2013-10-01,6983
860,2014-07-24,4592
152,2015-04-13,9237
977,2014-04-15,6792
1115,2015-06-15,9251
152,2014-12-11,4844
282,2015-04-23,4093
580,2014-05-05,13866
793,2013-02-01,3866
788,2015-04-27,21077
472,2013-09-04,4580
1104,2013-02-26,3298
1014,2013-12-24,7299
107,2014-10-18,7256
1039,2015-05-27,7305
930,2013-10-14,6823
788,2013-10-25,18174
1085,2013-06-07,8168
1033,2014-01-04,11010
347,2014-01-15,3458
632,2013-06-08,7076
272,2014-03-21,6187
355,2014-01-30,8295
112,2013-11-15,5907
180,2013-05-10,7063
83,2013-02-16,2686
522,2014-02-28,8115
39,2014-01-10,5294
811,2013-08-17,3573
550,2014-06-16,7687
83,2014-12-30,3522
301,2014-09-17,5811
607,2013-06-01,1343
529,2013-04-12,8068
181,2013-12-17,12446
292,2014-06-11,5237
577,2014-11-08,4284
507,2013-10-16,5637
534,2015-02-05,7166
387,2014-02-07,10686
615,2015-02-24,7655
494,2013-08-09,7323
364,2014-08-05,6107
561,2014-05-14,5553
915,2013-08-08,4347
1026,2014-07-24,7183
804,2014-04-24,3980
427,2013-05-10,6743
237,2014-02-11,3961
443,2014-03-08,3783
637,2013-07-25,7049
507,2015-06-05,9557
1103,2013-05-03,5135
1042,2013-05-14,5146
615,2014-06-24,8208
70,2014-03-31,10259
23,2014-09-09,3561
812,2015-07-03,7459
1029,2014-07-18,6379
505,2013-04-19,4037
1060,2013-09-27,7898
450,2013-12-07,11882
885,2013-04-30,7267
379,2013-02-20,4232
648,2015-03-27,5487
647,2015-04-21,4897
22,2015-07-16,4666
916,2014-12-27,5684
595,2014-03-10,11094
103,2015-01-15,4280
819,2013-03-09,4885
473,2015-05-16,2604
443,2015-04-17,6410
415,2014-03-17,7741
867,2014-05-07,4456
12,2014-04-10,6184
596,2014-01-14,3622
240,2014-09-16,5173
438,2013-03-21,5114
454,2013-12-02,12004
528,2013-01-25,10784
505,2013-06-21,5154
172,2013-03-08,8364
386,2015-05-12,5603
848,2013-11-30,7048
526,2013-04-03,9080
174,2014-06-20,6358
692,2013-09-14,4434
622,2014-09-09,3572
372,2013-01-18,7289
514,2015-04-22,4701
274,2014-09-04,3670
299,2015-01-24,4054
456,2015-03-21,5103
467,2013-02-20,12723
189,2013-09-14,7480
520,2013-08-05,4375
383,2013-05-14,19277
135,2015-02-02,7868
1068,2015-05-05,4781
16,2013-11-26,7138
799,2014-09-03,10409
1025,2014-03-24,6246
92,2014-04-16,7178
475,2014-12-01,10854
396,2014-10-14,8787
901,2014-10-30,6999
359,2014-03-05,7609
560,2015-07-28,15413
669,2013-05-04,3840
454,2015-07-10,5287
1082,2014-05-03,6914
432,2013-03-02,9347
639,2015-05-08,5178
328,2014-03-28,4450
964,2015-07-20,9049
572,2013-01-19,5165
700,2013-01-30,3037
162,2013-01-10,7129
21,2015-06-02,6872
624,2015-06-26,6010
84,2014-08-18,17588
670,2014-03-17,8403
983,2013-08-30,14214
62,2014-08-09,3977
719,2015-07-18,4654
70,2015-07-27,8846
250,2013-11-28,6542
570,2014-10-11,3452
1029,2014-03-20,6745
109,2014-12-08,6791
924,2014-03-12,3501
176,2013-08-12,8754
594,2013-06-06,4396
255,2014-05-15,5065
360,2014-02-07,7591
521,2013-02-16,4301
434,2013-02-02,10128
985,2013-05-16,8463
300,2013-06-12,5680
567,2013-07-22,4701
179,2013-06-29,7861
610,2014-06-10,3964
532,2013-10-29,9244
1000,2014-04-11,6568
865,2014-11-12,7156
979,2014-06-02,9566
97,2015-01-26,8842
469,2013-01-24,11606
703,2015-01-12,3912
924,2013-06-18,5057
324,2015-05-30,2851
1081,2015-04-24,4773
1056,2015-02-11,2999
984,2015-03-04,7067
768,2015-05-05,15071
708,2014-10-13,3680
256,2013-04-03,8553
535,2014-03-25,6482
7,2015-03-25,6283
695,2015-01-02,4393
591,2013-11-11,4628
729,2013-10-29,8019
701,2015-02-13,4872
355,2014-11-20,8172
745,2014-05-27,5955
730,2013-09-04,7385
226,2013-07-06,5751
161,2014-01-16,5969
1082,2014-11-22,6891
865,2014-03-15,6862
387,2015-04-29,11679
1020,2013-04-10,9711
936,2014-05-02,9099
265,2013-10-10,5017
21,2015-05-07,5702
107,2014-08-22,7381
735,2015-06-02,6957
246,2014-08-01,8157
439,2014-06-18,8201
527,2014-07-25,9287
689,2013-10-19,5154
333,2015-02-25,8081
245,2013-09-23,10794
432,2013-03-15,9560
859,2015-03-03,8601
586,2013-06-28,11857
537,2015-03-25,4366
630,2014-09-23,5989
745,2013-05-16,7923
801,2013-06-13,4010
276,2013-10-22,4428
128,2013-09-20,4508
207,2014-07-11,8832
871,2013-09-18,3450
830,2013-09-18,4729
178,2013-01-07,14777
817,2013-11-06,22827
109,2013-08-10,5748
725,2014-08-27,4861
925,2015-02-23,5604
566,2014-08-06,5377
394,2013-12-03,10713
728,2015-04-14,5841
80,2015-01-24,6670
902,2013-10-16,4219
1023,2015-06-02,7529
1041,2013-09-11,6351
1003,2014-06-11,5867
1114,2014-04-09,17115
745,2015-05-23,3554
650,2013-01-25,6668
967,2014-04-07,7649
133,2014-11-11,7419
936,2013-06-20,6895
221,2013-04-06,4635
46,2014-02-14,4621
616,2015-04-27,11224
877,2013-09-13,6819
823,2015-07-17,6302
446,2013-07-13,2719
493,2013-10-01,6496
948,2013-07-08,7499
709,2014-08-30,4476
304,2015-07-15,7766
446,2014-01-14,4372
341,2013-04-05,5181
792,2013-04-04,6256
1106,2013-11-09,2748
385,2015-03-10,5422
703,2013-04-05,2891
437,2014-10-10,7309
